"Order","Family","Species.name.","Brain.mass","Body.mass","Body.mass","Residual.brain.size","Residual.brain.size","Maximum.lifespan","Age.at.first.reprodction","Residual.lifespan","Residual.reproductive.lifespan","Incubation.length","Clutch.size","Mode.of.development","Mean.latitude","Sampling.effort","Dats.source","logBodyMass","logBrainMass"
"Passeriformes","Parulidae","Dendroica petechia",0.54,9.8,9.8,0.05905,0.195153100425422,11,1,0.0859,0.09247,12,3,4,33.35,1,0,2.28238238567653,-0.616186139423817
"Passeriformes","Parulidae","Helmitheros vermivorum",0.61,14.2,12.5,0.0213,0.150449605670236,8.1,1,-0.08247,-0.09187,13,5,4,36.7,0,0,2.65324196460721,-0.49429632181478
"Passeriformes","Parulidae","Limnothlypis swainsonii",0.69,14,13.5,0.07829,0.20809072969838,9.9,1,0.00604,0.00762,14,3,4,33.87,2,0,2.63905732961526,-0.371063681390832
"Passeriformes","Parulidae","Mniotilta varia",0.46,12,10.9,-0.06011,0.0727499480126495,12.2,1,0.1115,0.12225,11,5,4,47.65,0,0,2.484906649788,-0.776528789498996
"Passeriformes","Parulidae","Myioborus pictus",0.4,9.8,9.75,-0.07128,0.065153100425422,6.6,1,-0.13594,-0.15935,13,4,4,24.55,1,0,2.28238238567653,-0.916290731874155
"Passeriformes","Parulidae","Protonotaria citrea",0.61,15.5,14.3,-0.00012,0.127389153491993,8.1,1,-0.09084,-0.10028,13,5,4,35.56,0,0,2.7408400239252,-0.49429632181478
"Passeriformes","Parulidae","Seiurus aurocapilla",0.73,22.1,18.8,-0.00888,0.111933636769641,11,1,0.00814,0.01442,12,4,4,47.28,1,0,3.09557760852371,-0.3147107448397
"Passeriformes","Parulidae","Setophaga ruticilla",0.37,7.8,8.5,-0.04932,0.091231646889791,10.1,1,0.07066,0.07342,12,4,4,47.48,1,0,2.05412373369555,-0.994252273343867
"Passeriformes","Parulidae","Vermivora peregrina",0.45,9.5,8.5,-0.01252,0.1240422024864,6.4,1,-0.14634,-0.17216,11,6,4,55.35,0,0,2.2512917986065,-0.798507696217772
"Passeriformes","Parulidae","Vermivora pinus",0.42,8.4,8.9,-0.01239,0.126812318739692,9,1,0.0135,0.01035,11,5,4,38.9,0,0,2.12823170584927,-0.867500567704723
"Passeriformes","Passeridae","Passer hispaniolensis ",0.93,27.7,24.2,0.04105,0.157461944309963,11.2,1,-0.00563,0.00134,12,5,4,30.37,1,0,3.32143241319329,-0.0725706928348354
"Passeriformes","Passeridae","Passer montanus ",0.758,22.1,20.5,0.00747,0.128933636769641,13.1,1,0.08402,0.0972,13,5,4,30.61,1,0,3.09557760852371,-0.277071893339765
"Passeriformes","Phylloscopidae","Phylloscopus collybita ",0.362,7.7,8.3,-0.05566,0.0858727709179346,8,1,-0.02934,-0.03929,14,5.5,4,48.9,1,0,2.04122032885964,-1.01611106715637
"Passeriformes","Phylloscopidae","Phylloscopus trochilus ",0.31,8.9,8.7,-0.15704,-0.0191453233681917,11.8,1,0.12614,0.13568,13,6,4,57.16,1,0,2.18605127673809,-1.17118298150295
"Passeriformes","Prunellidae","Prunella modularis ",0.681,21.3,20.2,-0.02947,0.0922501548493816,20.8,1,0.28856,0.31485,13,5,4,53.76,2,0,3.05870707271538,-0.384192972832625
"Passeriformes","Pycnonotidae","Pycnonotus jocosus",0.96,27.4,27.7,0.0575,0.173889360328726,11.1,1,-0.00849,-0.0019,12,2.5,4,16.7,1,0,3.31054301339402,-0.0408219945202552
"Passeriformes","Regulidae","Regulus regulus ",0.332,5.8,5.6,-0.02393,0.122515813494878,7,1,-0.06023,-0.07904,16,10,4,48,1,0,1.75785791755237,-1.10262031006565
"Passeriformes","Remizidae","Auriparus flaviceps",0.46,6.6,6.8,0.08609,0.229925135227514,5.6,1,-0.1695,-0.20683,14,4,4,29.19,1,0,1.88706964903238,-0.776528789498996
"Passeriformes","Remizidae","Remiz pendulinus ",0.45,9.2,9.3,-0.00334,0.13435872056614,7,1,-0.10383,-0.1228,13,7,4,45.45,1,0,2.21920348405499,-0.798507696217772
"Passeriformes","Sittidae","Sitta canadensis",0.59,10.5,11.2,0.08064,0.215947480284704,7.5,1,-0.08702,-0.10124,12,5.5,4,47.45,0,0,2.35137525716348,-0.527632742082372
"Passeriformes","Sittidae","Sitta carolinensis",0.89,17.8,20.5,0.1301,0.254977913210558,9.8,1,-0.02133,-0.02033,12,8,4,37.15,1,0,2.87919845729804,-0.116533816255952
"Passeriformes","Sittidae","Sitta europaea ",0.979,23.9,20.4,0.09943,0.219300600610161,12.9,1,0.06985,0.08245,15,8.5,4,38.5,1,0,3.17387845893747,-0.0212236364516267
"Passeriformes","Sittidae","Sitta pygmaea",0.57,10.4,10.7,0.068,0.203374896303467,8.2,1,-0.04736,-0.0559,15,7,4,34.7,0,0,2.34180580614733,-0.562118918153541
"Passeriformes","Sturnidae","Lamprotornis hildebrandti",1.989,84.8,55.8,0.09755,0.192924044025643,16.9,1,0.06601,0.08672,14,3.5,4,1.9,0,1,4.44029554279786,0.687631999871835
"Passeriformes","Sturnidae","Sturnus vulgaris ",1.708,80.5,74,0.04416,0.139881686133526,22.9,1,0.20297,0.23079,12,5,4,48.26,2,0,4.38825718442452,0.535323095366378
"Passeriformes","Sylviidae","Sylvia atricapilla ",0.634,18.1,16.7,-0.02061,0.104336789182414,13.8,1,0.12598,0.14106,11,5,4,42.55,1,0,2.89591193827178,-0.455706324544911
"Passeriformes","Sylviidae","Sylvia borin ",0.578,19.1,24.6,-0.07396,0.0497722930698397,24,1,0.36116,0.3904,11,4.5,4,53.53,0,1,2.94968833505258,-0.54818141030976
"Passeriformes","Sylviidae","Sylvia communis ",0.517,14.5,17.7,-0.05565,0.0729879196280206,8.9,1,-0.04356,-0.04751,11,4.5,4,50.12,1,0,2.67414864942653,-0.659712404473708
"Passeriformes","Sylviidae","Sylvia curruca ",0.508,12.4,11.4,-0.02502,0.107253991946981,9,1,-0.02375,-0.02703,12,5,4,49.05,1,0,2.51769647261099,-0.677273831403655
"Passeriformes","Sylviidae","Sylvia melanocephala ",0.52,11.8,11.7,-0.00171,0.131211634054865,8.3,1,-0.05376,-0.06163,13,4,4,34.93,1,0,2.46809953147162,-0.653926467406664
"Passeriformes","Sylviidae","Sylvia nisoria",0.71,22.8,22.5,-0.02857,0.0914376807039731,11.9,1,0.03931,0.04885,12,4.5,4,49.5,1,0,3.1267605359604,-0.342490308946776
"Passeriformes","Thraupidae","Coereba flaveola",0.46,8.5,10.1,0.02422,0.163778048716239,8.6,1,-0.00738,-0.01306,13,3,4,2.94,1,0,2.14006616349627,-0.776528789498996
"Passeriformes","Thraupidae","Thraupis episcopus",1.15,31.1,35,0.10495,0.219512390070743,9.5,1,-0.0882,-0.08896,13,2,4,1.8,1,0,3.43720781918519,0.139761942375159
"Passeriformes","Troglodytidae","Campylorhynchus brunneicapillus",1.39,38.9,38.9,0.13254,0.242647551615755,7.3,1,-0.224,-0.24051,16,4,4,29.01,0,0,3.6609942506244,0.3293037471426
"Passeriformes","Troglodytidae","Thryomanes bewickii",0.54,9.8,9.8,0.05905,0.195153100425422,8,1,-0.0524,-0.06244,14,6,4,33.5,0,0,2.28238238567653,-0.616186139423817
"Passeriformes","Troglodytidae","Thryothorus ludovicianus",0.88,18.7,17.5,0.11313,0.236627125107364,9.2,1,-0.05349,-0.05574,14,4,4,31.15,1,0,2.92852352386054,-0.127833371509885
"Passeriformes","Troglodytidae","Troglodytes aedon",0.53,12.2,9.7,-0.00163,0.130108823984506,9,1,-0.0218,-0.02507,13,7,4,2,1,0,2.50143595173921,-0.63487827243597
"Passeriformes","Turdidae","Catharus fuscescens",0.95,41.5,28.8,-0.04857,0.060655639484418,10.1,1,-0.08919,-0.08702,11,4,4,45.37,0,0,3.72569342723665,-0.0512932943875506
"Passeriformes","Turdidae","Catharus guttatus",0.967,38.1,27.8,-0.02011,0.0901092376579702,10.8,1,-0.05197,-0.0467,12,4,4,48.56,1,0,3.64021428213266,-0.0335567835288428
"Passeriformes","Turdidae","Catharus minimus",0.8,32.8,24.8,-0.06567,0.0475547479628589,7.3,1,-0.20769,-0.22414,13,4,4,59.01,0,0,3.4904285153901,-0.22314355131421
"Passeriformes","Turdidae","Sialia mexicana",0.87,26.4,26.5,0.02384,0.141599024403775,8.7,1,-0.11073,-0.11616,14,5,4,35.73,1,0,3.27336401015227,-0.139262067333508
"Passeriformes","Turdidae","Sialia sialis",1.026,29.7,30.5,0.06651,0.181649470164555,10.5,1,-0.04033,-0.03623,14,4,4,33.25,1,0,3.39114704580865,0.0256677467485778
"Passeriformes","Turdidae","Turdus iliacus ",1.326,62.9,61.2,-0.00525,0.0964219186401107,18.8,1,0.14096,0.16452,12,5,4,60.09,1,0,4.1415461637064,0.282166891763671
"Passeriformes","Turdidae","Turdus merula ",1.935,95.9,103.2,0.05568,0.148760781777041,21.8,1,0.1649,0.19166,13,4,4,38.89,1,0,4.56330598188939,0.660107326481745
"Passeriformes","Turdidae","Turdus philomelos ",1.586,72.1,67.8,0.03893,0.137010678358675,17.7,1,0.10164,0.12364,13,4,4,53.17,1,0,4.2780540442909,0.461215123212656
"Passeriformes","Turdidae","Turdus pilaris ",1.787,105.1,106,-0.00129,0.0900934755941079,18.1,1,0.07536,0.09779,11,5.5,4,57.88,1,0,4.65491227788291,0.580538236177291
"Passeriformes","Turdidae","Turdus torquatus ",1.734,107.8,109,-0.02057,0.0704180815425112,9.1,1,-0.22571,-0.22915,13,4,4,53.63,1,0,4.6802776584749,0.55043087835835
"Passeriformes","Turdidae","Turdus viscivorus ",2.395,117.8,117.5,0.09787,0.186750775359578,21.2,1,0.13306,0.15915,13,4,4,49.84,1,0,4.76898827121749,0.873383230862879
"Passeriformes","Tyrannidae","Contopus virens",0.47,14.2,13.9,-0.09193,0.037449605670236,8.2,1,-0.07714,-0.0858,13,3,4,39.51,0,0,2.65324196460721,-0.755022584278033
"Passeriformes","Tyrannidae","Elaenia martinica",0.67,18.6,20.9,-0.00396,0.119840833116746,13.6,1,0.11677,0.13133,14,2.5,4,16.6,1,0,2.92316158071916,-0.400477566597125
"Passeriformes","Tyrannidae","Empidonax minimus",0.38,10.5,10,-0.11043,0.0249474802847041,8,1,-0.059,-0.06906,14,4,4,52.45,1,0,2.35137525716348,-0.967584026261706
"Passeriformes","Tyrannidae","Empidonax oberholseri",0.421,12.3,10.95,-0.10364,0.0286814079657436,9,1,-0.02271,-0.02599,15,4,4,45.65,1,0,2.50959926237837,-0.865122445299756
"Passeriformes","Tyrannidae","Empidonax virescens",0.45,12.9,12.6,-0.08734,0.0433306198625505,12.1,1,0.10101,0.11141,13,3,4,35.85,1,0,2.55722731136763,-0.798507696217772
"Passeriformes","Tyrannidae","Myiarchus cinerascens",0.8,28.8,28.5,-0.03387,0.0821454262302229,11.9,1,0.01697,0.02643,15,4,4,33.5,1,0,3.3603753871419,-0.22314355131421
"Passeriformes","Tyrannidae","Myiarchus tyrannulus",1.02,35.3,35,0.02187,0.13413541981276,11,1,-0.03664,-0.03053,14,4.5,4,2.5,1,0,3.56388296393925,0.0198026272961797
"Passeriformes","Tyrannidae","Pyrocephalus rubinus",0.48,12.7,12.87,-0.05549,0.0755785978953845,5.5,1,-0.23991,-0.2792,14,3,4,1.24,1,0,2.54160199346455,-0.7339691750802
"Passeriformes","Tyrannidae","Sayornis nigricans",0.51,18.6,18.25,-0.12247,0.0018408331167456,8,1,-0.11367,-0.12394,16,4,4,6.9,1,0,2.92316158071916,-0.673344553263766
"Passeriformes","Tyrannidae","Tyrannus tyrannus",0.98,39.5,39.9,-0.02299,0.0863995735829206,11.1,1,-0.04346,-0.037,12,3,4,44.92,0,0,3.67630067190708,-0.0202027073175195
"Passeriformes","Vireonidae","Vireo olivaceus",0.63,20.3,17,-0.05209,0.0703872349431936,10.2,1,-0.01653,-0.01364,12,3.5,4,15.3,0,0,3.01062088604774,-0.462035459596559
"Passeriformes","Vireonidae","Vireo philadelphicus",0.48,12.2,12,-0.04567,0.0865019699798152,9.8,1,0.01479,0.01592,14,4,4,51.5,1,0,2.50143595173921,-0.7339691750802
"Passeriformes","Zosteropidae","Zosterops japonicus",0.56,10.2,11.25,0.06507,0.200229728340991,5.1,1,-0.25174,-0.29859,11,3.5,4,30.96,1,0,2.32238772029023,-0.579818495252942
"Passeriformes","Zosteropidae","Zosterops lateralis",0.49,10.6,12.7,-0.00233,0.132520064265942,13,1,0.15095,0.16412,11,3,4,29.23,2,0,2.36085400111802,-0.713349887877465
"Pelecaniformes","Ardeidae","Ardea cinerea ",7.935,1433,1443,0.00711,0.0493141802702811,37.5,2,0.14182,0.16422,26,4,4,16.59,1,0,7.26752542782817,2.07128335397837
"Pelecaniformes","Ardeidae","Botaurus stellaris ",6.1,1405,1325,-0.10229,-0.0608309876921943,11.3,2,-0.43086,-0.46945,25,5.5,4,16.7,1,0,7.24779258176785,1.80828877117927
"Pelecaniformes","Ardeidae","Bubulcus ibis ",4.23,307.5,390,0.11027,0.180692655403599,23,2,0.0767,0.08393,22,3,4,5.57,1,0,5.72847508724657,1.44220199305819
"Pelecaniformes","Ardeidae","Casmerodius albus",5.5,873.5,873.5,-0.03102,0.0197877912787594,22.8,2,-0.02693,-0.02043,23,3,4,10.2,1,0,6.77250812957411,1.70474809223843
"Pelecaniformes","Ardeidae","Egretta garzetta ",3.7,450,312,-0.04099,0.022561744629651,22.3,1,0.01076,0.03739,22,4.5,4,3.49,1,0,6.10924758276437,1.30833281965018
"Pelecaniformes","Ardeidae","Ixobrychus minutus ",1.6,147.5,101,-0.1323,-0.0477209171001005,6.9,2,-0.37593,-0.47758,18,5.5,4,13.96,1,0,4.99382817577987,0.470003629245736
"Pelecaniformes","Ardeidae","Nycticorax nycticorax ",5.9,636,800,0.07706,0.134533643926062,21.1,1,-0.03024,-0.00484,25,4,4,9.49,1,0,6.45519856334012,1.77495235091167
"Pelecaniformes","Pelecanidae","Pelecanus onocrotalus ",33,9520,9520,0.16299,0.16887333440992,51,3,0.09428,0.11348,35,2,4,6.05,2,1,9.16115012778541,3.49650756146648
"Pelecaniformes","Threskiornithidae","Geronticus eremita ",8.2,1200,1202,0.06477,0.110041938631457,32.9,4,0.10196,0.09192,24,3,4,33.13,2,1,7.09007683577609,2.10413415427021
"Pelecaniformes","Threskiornithidae","Platalea leucorodia ",10.8,1746,1868,0.09267,0.13012473586689,30.1,3,0.05855,0.0592,24,3.5,4,30.76,1,1,7.46508273639955,2.37954613413017
"Pelecaniformes","Threskiornithidae","Plegadis falcinellus ",4.6,633.8,431.2,-0.03016,0.0271404979307521,26.8,3,0.07395,0.06888,21,3,4,4.28,2,1,6.45173344725682,1.52605630349505
"Phaethontiformes","Phaethontidae","Phaethon rubricauda",4.683,672,593.2,-0.03676,0.0189691478134874,32.7,1,0.15476,0.18773,45,1,4,5.4,0,0,6.51025834052315,1.5439389302014
"Piciformes","Picidae","Dendrocopos major ",2.581,89.7,75.1,0.19714,0.291359547913068,12.7,1,-0.06336,-0.0518,11,5.5,4,43.34,1,0,4.49647076906475,0.948176920736477
"Piciformes","Picidae","Dendrocopos medius ",1.79,59,59,0.14051,0.242806976766757,8,1,-0.22407,-0.23473,12,5.5,4,44.62,1,0,4.07753744390572,0.582215619852664
"Piciformes","Picidae","Dendrocopos minor ",1.2,21.5,19.8,0.21371,0.335215884825929,9.8,1,-0.03939,-0.03846,11,5,4,52.82,1,0,3.06805293513362,0.182321556793955
"Piciformes","Picidae","Dryocopus martius ",7.12,273.2,321,0.36538,0.43824906364751,14,1,-0.12758,-0.11298,12,5,4,49.17,1,0,5.61020412769664,1.96290772542388
"Piciformes","Picidae","Jynx torquilla ",0.854,37.4,35,-0.06907,0.0415709237001855,10,1,-0.08343,-0.08171,13,8.5,4,50.7,1,0,3.62167070442049,-0.157824085193567
"Piciformes","Picidae","Picoides borealis",1.72,47.9,56,0.1741,0.280030691193601,16.1,1,0.0996,0.11915,11,3,4,31.6,1,0,3.86911550441687,0.542324290825362
"Piciformes","Picidae","Picoides tridactylus ",3.06,74.6,65.7,0.31618,0.414514722293007,11.2,1,-0.10031,-0.09369,11,4,4,43.65,1,0,4.31214050720972,1.11841491596429
"Piciformes","Picidae","Picus viridis ",4.32,193.5,176,0.23269,0.311670310346409,15.2,1,-0.05889,-0.04154,18,6,4,50.37,1,0,5.26527751246984,1.46325540225602
"Podicipediformes","Podicipedidae","Podiceps cristatus ",3.76,875,738.7,-0.19662,-0.145819062725931,19.2,2,-0.10173,-0.10313,38,3.5,1,10.81,1,0,6.77422388635761,1.3244189574018
"Podicipediformes","Podicipedidae","Podiceps grisegena ",2.936,829.5,1100,-0.29098,-0.238861420618048,11,1,-0.33853,-0.33353,22,4.5,1,52.37,0,0,6.7208231096305,1.07704811075227
"Podicipediformes","Podicipedidae","Tachybaptus ruficollis ",1.62,135,174,-0.10524,-0.0180536109171671,17.5,1,0.03673,0.0582,20,5,1,13.03,1,0,4.90527477843843,0.482426149244293
"Procellariiformes","Diomedeidae","Diomedea exulans",29.267,7650,8130,0.16434,0.173524464855527,50,10,0.10659,0.05529,80,1,2,42.97,1,0,8.94246092682058,3.37646060142974
"Procellariiformes","Diomedeidae","Thalassarche melanophrys",18.524,3387.5,3232,0.1649,0.190350782515998,43.7,8,0.126,0.08409,71,1,2,38.9,1,0,8.12784746518796,2.91906718861851
"Procellariiformes","Procellariidae","Bulweria bulwerii ",1.39,99,99,-0.0959,-0.00373517428862738,22.9,4,0.18319,0.14695,44,1,2,26.22,0,0,4.59511985013459,0.3293037471426
"Procellariiformes","Procellariidae","Calonectris diomedea ",5.1,571.8,535,0.0398,0.0994489281418289,24.8,3,0.0501,0.04063,53,1,2,29.07,1,0,6.34878927988821,1.62924053973028
"Procellariiformes","Procellariidae","Fulmarus glacialis ",6.8,795,908,0.08415,0.137668805471074,51,6,0.33171,0.32375,55,1,2,64.85,1,0,6.67834211465433,1.91692261218206
"Procellariiformes","Procellariidae","Puffinus puffinus",3.553,453,434,-0.06016,0.00374118261557921,50.9,5,0.38464,0.38634,51,1,2,8.99,1,0,6.11589212548303,1.26779231703889
"Psitacciformes","Psittacidae","Amazona aestiva",7.85,392.5,451,0.31911,0.385366130906396,49,3,0.41212,0.43145,30,2.5,4,20.05,2,1,5.97253653722246,2.06051353179432
"Psitacciformes","Psittacidae","Amazona amazonica",8.42,303.9,370,0.41211,0.482726925427052,30,3,0.19321,0.1942,26,3.5,4,5.9,1,1,5.71669869992275,2.13060982825424
"Psitacciformes","Psittacidae","Amazona finschi",7.92,298,302,0.39033,0.462188611469268,25.8,3,0.12959,0.12266,28,3,4,22.39,1,1,5.6970934865054,2.06939120582633
"Psitacciformes","Psittacidae","Amazona ochrocephala",8.01,483,430,0.27714,0.339749270484243,56,3,0.46686,0.4897,25,3,4,2.29,1,1,6.18001665365257,2.08069076108027
"Psitacciformes","Psittacidae","Ara ararauna",13.37,1357,1030,0.24702,0.289271822378165,43,4,0.29629,0.30044,26,2.5,4,6.04,2,1,7.21303165983487,2.59301339111385
"Psitacciformes","Psittacidae","Poicephalus meyeri",4,93,117.5,0.37857,0.472256737842709,34.2,3,0.36341,0.3707,28,3.5,4,4.64,1,1,4.53259949315326,1.38629436111989
"Sphenisciformes","Spheniscidae","Aptenodytes patagonicus",28.904,13220,13037,0.02515,0.0247000657438554,26,5,-0.22971,-0.27705,54,1,3,49.58,2,1,9.48948611340568,3.36397999384534
"Sphenisciformes","Spheniscidae","Spheniscus magellanicus",17.36,4500,4000,0.06727,0.0877077399390549,30,3,-0.06451,-0.06448,40,1,3,44.95,1,0,8.41183267575841,2.8541687092322
"Strigiformes","Strigidae","Asio otus",5.73,284.3,249.7,0.26127,0.33332569156308,27.8,1,0.16652,0.19737,27,4.5,3,49.23,0,0,5.65003001865695,1.74571553072665
"Strigiformes","Strigidae","Strix aluco",9.36,460.9,520,0.35625,0.418886350578054,22.4,1,0.02652,0.05328,29,3.5,3,47.4,1,0,6.13318109972646,2.2364452904895
"Strigiformes","Tytonidae","Tyto alba",5.83,525,580,0.11878,0.179902526315381,34,1,0.25626,0.29007,33,6,4,1.45,1,0,6.26339826259162,1.7630170003624
"Suliformes","Phalacrocoracidae","Phalacrocorax carbo ",9.863,3150,3629,-0.09104,-0.0642298893339031,27.2,4,-0.03863,-0.06167,30,4,4,18.28,0,0,8.05515773181968,2.28879038197186
"Suliformes","Sulidae","Morus bassanus ",19.2,2999.5,2950,0.21022,0.2375140447646,37.4,2,0.07003,0.0921,43,1,4,58.39,1,0,8.00620088709315,2.95491027903374
"Suliformes","Sulidae","Sula nebouxii",9.365,1237.5,1530,0.11496,0.159545982565789,18,2,-0.16291,-0.16781,41,2,4,7.1,1,0,7.12084849444285,2.23697933589605
"Suliformes","Sulidae","Sula sula",9.365,1237.5,1017,0.11496,0.159545982565789,23,2,-0.05645,-0.04971,44,1,4,1.5,1,0,7.12084849444285,2.23697933589605
